Insurance Policy,,,,,,,Managed by : Luke T. Lawson,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Policy Number,Start Date,Last Paid Date,Tenure (Years),Date of Purchase,Customer ID,Sum Assured INR/Coverage Amount,Premium Amount,Payment Frequency,Loan Eligible,Loan Amount Allowed,Underwriting expenses,Sales Agent Code,Purchase Month,Purchase Quarter,Purchase Year,Policy Anniversary Date,Claim ID,Policy Type Code,Policy Code,Policy Status,State,RM ID,Zonal Manager ID
INS-POL-313981,27-10-2015,27-Oct-17,25,27-Oct-15,CUST-348193,12763.23,580.93,Monthly,No,7094.37,35.39,AGT-2345,October,Q4,2015,27-Oct-16,CLM-911283,PT-WHCD968,JSU-PLCD-9813,Surrendered,Ohio,RMC9F7L5,ZMN8K2L1
INS-POL-501365,02-10-2021,02-Oct-23,25,02-Oct-21,CUST-738106,1929.13,418.04,Annually,No,734.90,44.81,AGT-2345,October,Q4,2021,02-Oct-22,CLM-847096,PT-WHCD968,JSU-PLCD-9813,Surrendered,Ohio,RMC9F7L5,ZMN8K2L1
INS-POL-795740,01-11-2015,01-Nov-17,25,01-Nov-15,CUST-600453,18990.52,1049.82,Annually,No,7503.28,26.35,AGT-2345,November,Q4,2015,01-Nov-16,CLM-739712,PT-WHCD968,JSU-PLCD-9813,Surrendered,Ohio,RMC9F7L5,ZMN8K2L1
INS-POL-960305,23-07-2020,23-Jul-22,25,23-Jul-20,CUST-534651,12228.24,1019.77,Monthly,No,3807.74,114.76,AGT-2345,July,Q3,2020,23-Jul-21,CLM-426599,PT-WHCD968,JSU-PLCD-9813,Surrendered,Ohio,RMC9F7L5,ZMN8K2L1
INS-POL-791131,07-04-2022,07-Apr-23,25,07-Apr-22,CUST-818994,6868.68,391.52,Quarterly,No,3095.52,30.78,AGT-2345,April,Q2,2022,07-Apr-23,CLM-638546,PT-WHCD968,JSU-PLCD-9813,Surrendered,Ohio,RMC9F7L5,ZMN8K2L1
INS-POL-756019,19-12-2016,19-Dec-19,25,19-Dec-16,CUST-121513,18665.38,1139.34,Annually,No,8183.58,56.19,AGT-2345,December,Q4,2016,19-Dec-17,CLM-452603,PT-WHCD968,JSU-PLCD-9813,Surrendered,Ohio,RMC9F7L5,ZMN8K2L1
INS-POL-522563,16-12-2020,16-Dec-22,25,16-Dec-20,CUST-167307,16571.52,606.11,Annually,No,9136.32,99.18,AGT-2345,December,Q4,2020,16-Dec-21,CLM-554868,PT-WHCD968,JSU-PLCD-9813,Surrendered,Ohio,RMC9F7L5,ZMN8K2L1
INS-POL-403541,07-03-2018,07-Mar-21,25,07-Mar-18,CUST-643022,8497.27,749.11,Quarterly,No,4934.67,58.44,AGT-2345,March,Q1,2018,07-Mar-19,CLM-403145,PT-WHCD968,JSU-PLCD-9813,Surrendered,Ohio,RMC9F7L5,ZMN8K2L1
INS-POL-513005,24-02-2019,24-Feb-21,25,24-Feb-19,CUST-636403,10235.21,397.89,Monthly,No,4294.06,79.73,AGT-2345,February,Q1,2019,24-Feb-20,CLM-882301,PT-WHCD968,JSU-PLCD-9813,Surrendered,Ohio,RMC9F7L5,ZMN8K2L1
INS-POL-268201,15-05-2017,15-May-20,25,15-May-17,CUST-400224,9050.39,1028.01,Quarterly,No,3557.52,48.45,AGT-2345,May,Q2,2017,15-May-18,CLM-723355,PT-WHCD968,JSU-PLCD-9813,Surrendered,Ohio,RMC9F7L5,ZMN8K2L1
INS-POL-183221,28-07-2015,28-Jul-17,25,28-Jul-15,CUST-386249,6642.97,1096.10,Quarterly,No,2806.99,115.48,AGT-2345,July,Q3,2015,28-Jul-16,CLM-455698,PT-WHCD968,JSU-PLCD-9813,Surrendered,Ohio,RMC9F7L5,ZMN8K2L1
INS-POL-486658,21-07-2022,21-Jul-23,25,21-Jul-22,CUST-545001,9376.98,990.63,Monthly,No,4520.83,110.23,AGT-2345,July,Q3,2022,21-Jul-23,CLM-900431,PT-WHCD968,JSU-PLCD-9813,Surrendered,Ohio,RMC9F7L5,ZMN8K2L1
INS-POL-338718,05-12-2019,05-Dec-21,25,05-Dec-19,CUST-967935,22403.53,917.88,Monthly,No,6757.56,25.38,AGT-2345,December,Q4,2019,05-Dec-20,CLM-781792,PT-WHCD968,JSU-PLCD-9813,Surrendered,Ohio,RMC9F7L5,ZMN8K2L1
INS-POL-299453,30-10-2023,30-Oct-24,25,30-Oct-23,CUST-377688,4185.45,1121.62,Annually,No,1460.81,79.05,AGT-2345,October,Q4,2023,30-Oct-24,CLM-868064,PT-WHCD968,JSU-PLCD-9813,Surrendered,Ohio,RMC9F7L5,ZMN8K2L1
INS-POL-456162,11-07-2021,11-Jul-23,25,11-Jul-21,CUST-265681,12705.71,965.94,Annually,No,6266.98,53.56,AGT-2345,July,Q3,2021,11-Jul-22,CLM-806554,PT-WHCD968,JSU-PLCD-9813,Surrendered,Ohio,RMC9F7L5,ZMN8K2L1
INS-POL-309770,10-08-2016,10-Aug-19,25,10-Aug-16,CUST-696860,11004.21,939.94,Annually,No,5092.85,58.78,AGT-2345,August,Q3,2016,10-Aug-17,CLM-282645,PT-WHCD968,JSU-PLCD-9813,Surrendered,Ohio,RMC9F7L5,ZMN8K2L1
INS-POL-195735,18-10-2024,18-Oct-24,25,18-Oct-24,CUST-318239,15918.40,68.61,Quarterly,No,6416.96,86.40,AGT-3567,October,Q4,2024,18-Oct-25,CLM-484623,PT-WHCD968,JSU-PLCD-9813,Surrendered,Wisconsin,RMN7A3X1,ZMN8K2L1
INS-POL-129212,19-05-2018,19-May-21,25,19-May-18,CUST-401544,2290.46,133.63,Annually,No,1086.11,22.46,AGT-3567,May,Q2,2018,19-May-19,CLM-866872,PT-WHCD968,JSU-PLCD-9813,Surrendered,Wisconsin,RMN7A3X1,ZMN8K2L1
INS-POL-548894,22-07-2020,22-Jul-22,25,22-Jul-20,CUST-916314,14011.32,1117.37,Annually,No,5757.83,106.40,AGT-3567,July,Q3,2020,22-Jul-21,CLM-139814,PT-WHCD968,JSU-PLCD-9813,Surrendered,Wisconsin,RMN7A3X1,ZMN8K2L1
INS-POL-282633,08-12-2016,08-Dec-19,25,08-Dec-16,CUST-292022,6224.35,229.36,Quarterly,No,3115.61,22.24,AGT-3567,December,Q4,2016,08-Dec-17,CLM-940564,PT-WHCD968,JSU-PLCD-9813,Surrendered,Wisconsin,RMN7A3X1,ZMN8K2L1
INS-POL-937141,19-06-2017,19-Jun-20,25,19-Jun-17,CUST-134650,13936.94,421.16,Monthly,No,4650.81,76.98,AGT-3567,June,Q2,2017,19-Jun-18,CLM-642652,PT-WHCD968,JSU-PLCD-9813,Surrendered,Wisconsin,RMN7A3X1,ZMN8K2L1
INS-POL-554640,26-08-2022,26-Aug-23,25,26-Aug-22,CUST-655700,11666.44,900.06,Annually,No,6183.20,90.87,AGT-3567,August,Q3,2022,26-Aug-23,CLM-456198,PT-WHCD968,JSU-PLCD-9813,Surrendered,Wisconsin,RMN7A3X1,ZMN8K2L1
INS-POL-263090,21-12-2019,21-Dec-21,25,21-Dec-19,CUST-720226,17994.67,912.78,Quarterly,No,7538.67,8.12,AGT-3567,December,Q4,2019,21-Dec-20,CLM-107678,PT-WHCD968,JSU-PLCD-9813,Surrendered,Wisconsin,RMN7A3X1,ZMN8K2L1
INS-POL-823942,17-12-2018,17-Dec-21,25,17-Dec-18,CUST-174169,7239.56,537.52,Quarterly,No,2732.09,12.52,AGT-3567,December,Q4,2018,17-Dec-19,CLM-228024,PT-WHCD968,JSU-PLCD-9813,Surrendered,Wisconsin,RMN7A3X1,ZMN8K2L1
INS-POL-582251,06-07-2018,06-Jul-21,25,06-Jul-18,CUST-171602,20950.98,518.95,Monthly,No,7193.78,71.79,AGT-3567,July,Q3,2018,06-Jul-19,CLM-528405,PT-WHCD968,JSU-PLCD-9813,Surrendered,Wisconsin,RMN7A3X1,ZMN8K2L1
INS-POL-704700,20-09-2016,20-Sep-19,25,20-Sep-16,CUST-926857,3075.24,217.98,Monthly,No,1106.64,103.84,AGT-3567,September,Q3,2016,20-Sep-17,CLM-221541,PT-WHCD968,JSU-PLCD-9813,Surrendered,Wisconsin,RMN7A3X1,ZMN8K2L1
INS-POL-283066,02-02-2020,02-Feb-22,25,02-Feb-20,CUST-782729,20660.74,502.65,Annually,No,11222.01,117.37,AGT-3567,February,Q1,2020,02-Feb-21,CLM-831213,PT-WHCD968,JSU-PLCD-9813,Surrendered,Wisconsin,RMN7A3X1,ZMN8K2L1
INS-POL-899244,29-05-2016,29-May-19,25,29-May-16,CUST-531046,4094.19,307.76,Annually,No,1874.14,63.09,AGT-3567,May,Q2,2016,29-May-17,CLM-481576,PT-WHCD968,JSU-PLCD-9813,Surrendered,Wisconsin,RMN7A3X1,ZMN8K2L1
INS-POL-673412,22-10-2019,22-Oct-21,25,22-Oct-19,CUST-550507,13244.79,233.58,Monthly,No,5374.33,89.42,AGT-3567,October,Q4,2019,22-Oct-20,CLM-516500,PT-WHCD968,JSU-PLCD-9813,Surrendered,Wisconsin,RMN7A3X1,ZMN8K2L1
INS-POL-532190,28-10-2019,28-Oct-21,25,28-Oct-19,CUST-914861,3806.52,1043.49,Annually,No,2028.73,114.38,AGT-3567,October,Q4,2019,28-Oct-20,CLM-978557,PT-WHCD968,JSU-PLCD-9813,Surrendered,Wisconsin,RMN7A3X1,ZMN8K2L1
INS-POL-974160,31-12-2022,31-Dec-23,25,31-Dec-22,CUST-910127,4466.81,314.16,Monthly,No,2310.68,93.01,AGT-3567,December,Q4,2022,31-Dec-23,CLM-724518,PT-WHCD968,JSU-PLCD-9813,Surrendered,Wisconsin,RMN7A3X1,ZMN8K2L1
INS-POL-327146,10-06-2017,10-Jun-20,25,10-Jun-17,CUST-750695,8797.87,906.50,Monthly,No,3946.46,88.05,AGT-3567,June,Q2,2017,10-Jun-18,CLM-373745,PT-WHCD968,JSU-PLCD-9813,Surrendered,Wisconsin,RMN7A3X1,ZMN8K2L1
INS-POL-351397,18-10-2015,18-Oct-17,25,18-Oct-15,CUST-630966,21412.07,687.68,Annually,No,9005.44,71.69,AGT-3567,October,Q4,2015,18-Oct-16,CLM-699911,PT-WHCD968,JSU-PLCD-9813,Surrendered,Wisconsin,RMN7A3X1,ZMN8K2L1
INS-POL-650986,24-05-2021,24-May-23,25,24-May-21,CUST-602998,3094.13,382.66,Quarterly,No,942.11,72.42,AGT-3567,May,Q2,2021,24-May-22,CLM-586585,PT-WHCD968,JSU-PLCD-9813,Surrendered,Wisconsin,RMN7A3X1,ZMN8K2L1
INS-POL-309529,11-09-2023,11-Sep-24,25,11-Sep-23,CUST-946742,20480.41,654.74,Monthly,No,9682.82,112.25,AGT-3567,September,Q3,2023,11-Sep-24,CLM-491742,PT-WHCD968,JSU-PLCD-9813,Surrendered,Wisconsin,RMN7A3X1,ZMN8K2L1
INS-POL-929761,30-03-2023,30-Mar-24,25,30-Mar-23,CUST-829524,10396.23,643.20,Quarterly,No,5506.70,96.28,AGT-3567,March,Q1,2023,30-Mar-24,CLM-757266,PT-WHCD968,JSU-PLCD-9813,Surrendered,Wisconsin,RMN7A3X1,ZMN8K2L1
INS-POL-986571,01-06-2023,01-Jun-24,25,01-Jun-23,CUST-952990,13126.57,1084.90,Monthly,No,4913.24,96.71,AGT-3567,June,Q2,2023,01-Jun-24,CLM-380978,PT-WHCD968,JSU-PLCD-9813,Surrendered,Wisconsin,RMN7A3X1,ZMN8K2L1
INS-POL-390771,09-02-2021,09-Feb-23,25,09-Feb-21,CUST-924953,5947.83,942.18,Quarterly,No,1839.59,77.43,AGT-3567,February,Q1,2021,09-Feb-22,CLM-888351,PT-WHCD968,JSU-PLCD-9813,Surrendered,Wisconsin,RMN7A3X1,ZMN8K2L1
INS-POL-859242,08-01-2018,08-Jan-21,25,08-Jan-18,CUST-380375,23016.82,1084.37,Quarterly,No,10604.38,84.36,AGT-3567,January,Q1,2018,08-Jan-19,CLM-457131,PT-WHCD968,JSU-PLCD-9813,Surrendered,Wisconsin,RMN7A3X1,ZMN8K2L1
INS-POL-828071,18-12-2019,18-Dec-21,25,18-Dec-19,CUST-117557,13606.96,1079.90,Monthly,No,5809.71,77.42,AGT-3567,December,Q4,2019,18-Dec-20,CLM-893774,PT-WHCD968,JSU-PLCD-9813,Surrendered,Wisconsin,RMN7A3X1,ZMN8K2L1
INS-POL-290827,01-01-2017,01-Jan-20,25,01-Jan-17,CUST-713035,5603.50,668.73,Monthly,No,3336.50,110.16,AGT-3567,January,Q1,2017,01-Jan-18,CLM-449209,PT-WHCD968,JSU-PLCD-9813,Surrendered,Wisconsin,RMN7A3X1,ZMN8K2L1
INS-POL-480162,29-12-2017,29-Dec-20,25,29-Dec-17,CUST-484833,4851.31,309.61,Monthly,No,1635.66,58.28,AGT-3567,December,Q4,2017,29-Dec-18,CLM-383662,PT-WHCD968,JSU-PLCD-9813,Surrendered,Wisconsin,RMN7A3X1,ZMN8K2L1
INS-POL-265402,20-06-2022,20-Jun-23,25,20-Jun-22,CUST-682302,11535.90,1156.70,Annually,No,6914.68,109.41,AGT-3567,June,Q2,2022,20-Jun-23,CLM-387668,PT-WHCD968,JSU-PLCD-9813,Surrendered,Wisconsin,RMN7A3X1,ZMN8K2L1
INS-POL-445311,21-10-2020,21-Oct-22,25,21-Oct-20,CUST-917461,1417.75,206.57,Annually,No,615.06,41.69,AGT-3567,October,Q4,2020,21-Oct-21,CLM-749378,PT-WHCD968,JSU-PLCD-9813,Surrendered,Wisconsin,RMN7A3X1,ZMN8K2L1
INS-POL-347508,04-04-2019,09-Jan-25,25,04-Apr-19,CUST-278234,20697.05,794.48,Monthly,Yes,7084.28,64.16,AGT-2941,April,Q2,2019,04-Apr-20,CLM-301667,PT-WHCD968,JSU-PLCD-9813,Surrendered,North Dakota,RMN7A3X1,ZMN8K2L1
INS-POL-622495,24-11-2021,11-May-25,25,24-Nov-21,CUST-506263,4790.66,637.76,Quarterly,Yes,1672.55,64.81,AGT-2941,November,Q4,2021,24-Nov-22,CLM-272632,PT-WHCD968,JSU-PLCD-9813,Surrendered,North Dakota,RMN7A3X1,ZMN8K2L1
INS-POL-431714,28-11-2019,30-Jun-24,25,28-Nov-19,CUST-577299,13324.96,349.06,Monthly,Yes,6966.03,21.67,AGT-2941,November,Q4,2019,28-Nov-20,CLM-591442,PT-WHCD968,JSU-PLCD-9813,Surrendered,North Dakota,RMN7A3X1,ZMN8K2L1
INS-POL-587732,31-03-2021,01-Feb-24,25,31-Mar-21,CUST-389855,3025.94,316.94,Quarterly,Yes,1286.41,73.34,AGT-2941,March,Q1,2021,31-Mar-22,CLM-419944,PT-WHCD968,JSU-PLCD-9813,Surrendered,North Dakota,RMN7A3X1,ZMN8K2L1
INS-POL-610816,06-10-2019,06-Oct-21,25,06-Oct-19,CUST-795650,17792.10,888.57,Monthly,Yes,8209.82,39.84,AGT-2941,October,Q4,2019,06-Oct-20,CLM-812854,PT-WHCD968,JSU-PLCD-9813,Surrendered,North Dakota,RMN7A3X1,ZMN8K2L1
INS-POL-400566,31-12-2024,31-Dec-24,25,31-Dec-24,CUST-727589,4829.35,831.89,Annually,Yes,2598.65,79.83,AGT-2941,December,Q4,2024,31-Dec-25,CLM-598965,PT-WHCD968,JSU-PLCD-9813,Surrendered,North Dakota,RMN7A3X1,ZMN8K2L1
INS-POL-291570,27-07-2017,28-Oct-24,25,27-Jul-17,CUST-618457,22875.53,244.28,Annually,Yes,11736.86,65.67,AGT-2941,July,Q3,2017,27-Jul-18,CLM-485909,PT-WHCD968,JSU-PLCD-9813,Surrendered,North Dakota,RMN7A3X1,ZMN8K2L1
INS-POL-194416,04-12-2024,11-Nov-24,25,04-Dec-24,CUST-314338,5808.78,534.55,Annually,Yes,3282.52,52.18,AGT-2941,December,Q4,2024,04-Dec-25,CLM-147363,PT-WHCD968,JSU-PLCD-9813,Surrendered,North Dakota,RMN7A3X1,ZMN8K2L1
INS-POL-518011,09-11-2016,09-Nov-19,25,09-Nov-16,CUST-205607,11690.70,986.55,Quarterly,Yes,6757.27,45.47,AGT-3150,November,Q4,2016,09-Nov-17,CLM-603718,PT-WHCD968,JSU-PLCD-9813,Surrendered,Michigan,RMN7A3X1,ZMN8K2L1
INS-POL-385700,08-03-2024,23-Apr-25,25,23-Apr-25,CUST-706063,10710.22,472.43,Monthly,Yes,3589.11,21.17,AGT-3150,April,Q2,2025,23-Apr-26,CLM-828985,PT-WHCD968,JSU-PLCD-9813,Surrendered,Michigan,RMN7A3X1,ZMN8K2L1
INS-POL-622620,08-09-2020,08-Sep-22,25,08-Sep-20,CUST-219604,22242.55,300.59,Annually,Yes,10736.56,48.21,AGT-3150,September,Q3,2020,08-Sep-21,CLM-787643,PT-WHCD968,JSU-PLCD-9813,Surrendered,Michigan,RMN7A3X1,ZMN8K2L1
INS-POL-357807,28-01-2023,28-Jan-24,25,28-Jan-23,CUST-665062,6982.85,887.10,Monthly,Yes,3188.65,115.86,AGT-3150,January,Q1,2023,28-Jan-24,CLM-446150,PT-WHCD968,JSU-PLCD-9813,Surrendered,Michigan,RMN7A3X1,ZMN8K2L1
INS-POL-646655,29-08-2024,29-Aug-24,25,29-Aug-24,CUST-612723,3478.40,540.19,Quarterly,Yes,1056.16,62.06,AGT-3150,August,Q3,2024,29-Aug-25,CLM-651947,PT-WHCD968,JSU-PLCD-9813,Surrendered,Michigan,RMN7A3X1,ZMN8K2L1
INS-POL-268463,06-08-2020,06-Aug-22,25,06-Aug-20,CUST-206982,20293.56,448.24,Monthly,Yes,8066.52,29.98,AGT-3150,August,Q3,2020,06-Aug-21,CLM-346332,PT-WHCD968,JSU-PLCD-9813,Surrendered,Michigan,RMN7A3X1,ZMN8K2L1
INS-POL-179917,14-10-2015,14-Oct-17,25,14-Oct-15,CUST-474268,1930.75,1135.89,Annually,Yes,652.87,47.81,AGT-3150,October,Q4,2015,14-Oct-16,CLM-196185,PT-WHCD968,JSU-PLCD-9813,Surrendered,Michigan,RMN7A3X1,ZMN8K2L1
INS-POL-757181,28-09-2024,28-Sep-24,25,28-Sep-24,CUST-641098,10528.89,281.58,Monthly,Yes,3738.77,55.89,AGT-3150,September,Q3,2024,28-Sep-25,CLM-890519,PT-WHCD968,JSU-PLCD-9813,Surrendered,Michigan,RMN7A3X1,ZMN8K2L1
INS-POL-757849,11-04-2020,11-Apr-22,25,11-Apr-20,CUST-886533,7726.04,853.27,Monthly,Yes,2869.04,49.09,AGT-3150,April,Q2,2020,11-Apr-21,CLM-715606,PT-WHCD968,JSU-PLCD-9813,Surrendered,Michigan,RMN7A3X1,ZMN8K2L1
INS-POL-324337,11-12-2020,11-Dec-22,25,11-Dec-20,CUST-155342,6793.81,580.92,Monthly,Yes,2615.65,102.26,AGT-3150,December,Q4,2020,11-Dec-21,CLM-946281,PT-WHCD968,JSU-PLCD-9813,Surrendered,Michigan,RMN7A3X1,ZMN8K2L1
INS-POL-656498,17-02-2016,17-Feb-19,25,17-Feb-16,CUST-845408,12527.86,778.24,Monthly,Yes,7168.98,69.77,AGT-3150,February,Q1,2016,17-Feb-17,CLM-223036,PT-WHCD968,JSU-PLCD-9813,Surrendered,Michigan,RMN7A3X1,ZMN8K2L1
INS-POL-686734,01-08-2017,01-Aug-20,25,01-Aug-17,CUST-607339,14804.12,438.39,Monthly,Yes,5470.81,46.67,AGT-3150,August,Q3,2017,01-Aug-18,CLM-625120,PT-WHCD968,JSU-PLCD-9813,Surrendered,Michigan,RMN7A3X1,ZMN8K2L1
INS-POL-610525,21-09-2016,21-Sep-19,25,21-Sep-16,CUST-673481,21066.73,393.65,Monthly,Yes,8019.63,74.19,AGT-3150,September,Q3,2016,21-Sep-17,CLM-746217,PT-WHCD968,JSU-PLCD-9813,Surrendered,Michigan,RMN7A3X1,ZMN8K2L1
INS-POL-523179,18-12-2016,18-Dec-19,25,18-Dec-16,CUST-185846,18754.82,855.50,Quarterly,Yes,8685.51,110.90,AGT-3150,December,Q4,2016,18-Dec-17,CLM-360479,PT-WHCD968,JSU-PLCD-9813,Surrendered,Michigan,RMN7A3X1,ZMN8K2L1
INS-POL-613768,17-07-2020,17-Jul-22,25,17-Jul-20,CUST-982333,7490.83,454.37,Quarterly,Yes,4313.61,59.36,AGT-3150,July,Q3,2020,17-Jul-21,CLM-135170,PT-WHCD968,JSU-PLCD-9813,Surrendered,Michigan,RMN7A3X1,ZMN8K2L1
INS-POL-219671,01-07-2019,01-Jul-21,25,01-Jul-19,CUST-895570,3818.77,123.58,Quarterly,Yes,2184.35,114.98,AGT-3150,July,Q3,2019,01-Jul-20,CLM-427456,PT-WHCD968,JSU-PLCD-9813,Surrendered,Michigan,RMN7A3X1,ZMN8K2L1
INS-POL-463572,14-04-2018,14-Apr-21,25,14-Apr-18,CUST-221457,1766.03,625.12,Annually,Yes,713.92,53.43,AGT-3150,April,Q2,2018,14-Apr-19,CLM-881247,PT-WHCD968,JSU-PLCD-9813,Surrendered,Michigan,RMN7A3X1,ZMN8K2L1
INS-POL-847553,18-11-2022,18-Nov-23,25,18-Nov-22,CUST-430964,11026.52,411.64,Quarterly,Yes,5401.05,87.76,AGT-3150,November,Q4,2022,18-Nov-23,CLM-855141,PT-WHCD968,JSU-PLCD-9813,Surrendered,Michigan,RMN7A3X1,ZMN8K2L1
INS-POL-487763,28-02-2017,28-Feb-20,25,28-Feb-17,CUST-221717,20182.79,326.07,Annually,Yes,11100.08,72.10,AGT-3150,February,Q1,2017,28-Feb-18,CLM-172664,PT-WHCD968,JSU-PLCD-9813,Surrendered,Michigan,RMN7A3X1,ZMN8K2L1
INS-POL-191490,28-12-2024,28-Dec-24,25,28-Dec-24,CUST-124981,15180.22,511.94,Monthly,Yes,6343.38,100.61,AGT-3150,December,Q4,2024,28-Dec-25,CLM-777386,PT-WHCD968,JSU-PLCD-9813,Surrendered,Michigan,RMN7A3X1,ZMN8K2L1
INS-POL-292161,10-11-2016,10-Nov-19,25,10-Nov-16,CUST-337758,4736.87,613.00,Annually,Yes,1568.83,72.74,AGT-3150,November,Q4,2016,10-Nov-17,CLM-365616,PT-WHCD968,JSU-PLCD-9813,Surrendered,Michigan,RMN7A3X1,ZMN8K2L1
INS-POL-441099,13-03-2019,13-Mar-21,25,13-Mar-19,CUST-488944,5973.84,584.50,Quarterly,Yes,2614.22,83.29,AGT-3150,March,Q1,2019,13-Mar-20,CLM-342028,PT-WHCD968,JSU-PLCD-9813,Surrendered,Michigan,RMN7A3X1,ZMN8K2L1
INS-POL-328970,02-02-2016,02-Feb-19,25,02-Feb-16,CUST-119763,12760.54,218.28,Monthly,Yes,6258.83,17.33,AGT-3150,February,Q1,2016,02-Feb-17,CLM-917738,PT-WHCD968,JSU-PLCD-9813,Surrendered,Michigan,RMN7A3X1,ZMN8K2L1
INS-POL-810757,10-05-2018,10-May-21,25,10-May-18,CUST-982358,9383.46,905.56,Annually,Yes,3942.69,34.71,AGT-3150,May,Q2,2018,10-May-19,CLM-595759,PT-WHCD968,JSU-PLCD-9813,Surrendered,Michigan,RMN7A3X1,ZMN8K2L1
INS-POL-903968,14-08-2021,14-Aug-23,25,14-Aug-21,CUST-209827,15352.28,431.80,Annually,Yes,5149.13,87.66,AGT-3150,August,Q3,2021,14-Aug-22,CLM-215822,PT-WHCD968,JSU-PLCD-9813,Surrendered,Michigan,RMN7A3X1,ZMN8K2L1
INS-POL-291169,12-03-2022,12-Mar-23,25,12-Mar-22,CUST-255070,15977.13,856.61,Annually,Yes,5683.80,64.88,AGT-3150,March,Q1,2022,12-Mar-23,CLM-728936,PT-WHCD968,JSU-PLCD-9813,Surrendered,Michigan,RMN7A3X1,ZMN8K2L1
INS-POL-708294,20-02-2020,20-Feb-22,25,20-Feb-20,CUST-683853,1278.69,294.78,Monthly,Yes,484.46,66.99,AGT-3150,February,Q1,2020,20-Feb-21,CLM-445918,PT-WHCD968,JSU-PLCD-9813,Surrendered,Michigan,RMN7A3X1,ZMN8K2L1
INS-POL-842681,26-10-2020,26-Oct-22,25,26-Oct-20,CUST-275548,8575.65,1158.27,Monthly,Yes,3839.25,30.66,AGT-3150,October,Q4,2020,26-Oct-21,CLM-777671,PT-WHCD968,JSU-PLCD-9813,Surrendered,Michigan,RMN7A3X1,ZMN8K2L1
INS-POL-817404,31-03-2018,31-Mar-21,25,31-Mar-18,CUST-671501,2794.67,730.15,Quarterly,Yes,1198.08,61.79,AGT-3150,March,Q1,2018,31-Mar-19,CLM-568180,PT-WHCD968,JSU-PLCD-9813,Surrendered,Michigan,RMN7A3X1,ZMN8K2L1
INS-POL-889895,30-08-2018,30-Aug-21,25,30-Aug-18,CUST-920135,8779.24,498.21,Quarterly,Yes,4763.70,50.69,AGT-3150,August,Q3,2018,30-Aug-19,CLM-491229,PT-WHCD968,JSU-PLCD-9813,Surrendered,Michigan,RMN7A3X1,ZMN8K2L1
INS-POL-277059,29-05-2021,29-May-23,25,29-May-21,CUST-104058,5713.52,983.29,Annually,Yes,2211.45,84.72,AGT-3150,May,Q2,2021,29-May-22,CLM-321298,PT-WHCD968,JSU-PLCD-9813,Surrendered,Michigan,RMN7A3X1,ZMN8K2L1
INS-POL-651382,14-07-2022,14-Jul-23,25,14-Jul-22,CUST-237743,19085.46,309.16,Monthly,Yes,6911.53,40.76,AGT-3150,July,Q3,2022,14-Jul-23,CLM-957626,PT-WHCD968,JSU-PLCD-9813,Surrendered,Michigan,RMN7A3X1,ZMN8K2L1
INS-POL-111975,25-05-2024,25-May-24,25,25-May-24,CUST-239490,6197.07,95.33,Quarterly,Yes,3459.87,94.62,AGT-3150,May,Q2,2024,25-May-25,CLM-431289,PT-WHCD968,JSU-PLCD-9813,Surrendered,Michigan,RMN7A3X1,ZMN8K2L1
INS-POL-986695,15-05-2023,15-May-24,25,15-May-23,CUST-503964,7572.08,978.89,Quarterly,Yes,4334.92,62.55,AGT-3150,May,Q2,2023,15-May-24,CLM-748843,PT-WHCD968,JSU-PLCD-9813,Surrendered,Michigan,RMN7A3X1,ZMN8K2L1
INS-POL-869486,21-07-2020,21-Jul-22,25,21-Jul-20,CUST-248667,20777.98,1093.78,Quarterly,Yes,10657.05,112.28,AGT-3150,July,Q3,2020,21-Jul-21,CLM-108015,PT-WHCD968,JSU-PLCD-9813,Surrendered,Michigan,RMN7A3X1,ZMN8K2L1
INS-POL-494835,11-10-2021,11-Oct-23,25,11-Oct-21,CUST-678866,9967.97,315.08,Quarterly,Yes,5564.75,89.81,AGT-3150,October,Q4,2021,11-Oct-22,CLM-971862,PT-WHCD968,JSU-PLCD-9813,Surrendered,Michigan,RMN7A3X1,ZMN8K2L1
INS-POL-658322,06-07-2022,06-Jul-23,25,06-Jul-22,CUST-470489,8719.83,99.99,Monthly,Yes,3334.73,21.18,AGT-3150,July,Q3,2022,06-Jul-23,CLM-463379,PT-WHCD968,JSU-PLCD-9813,Surrendered,Michigan,RMN7A3X1,ZMN8K2L1
INS-POL-712772,31-05-2017,31-May-20,25,31-May-17,CUST-678521,12073.58,667.31,Monthly,Yes,7040.43,97.13,AGT-3150,May,Q2,2017,31-May-18,CLM-895629,PT-WHCD968,JSU-PLCD-9813,Surrendered,Michigan,RMN7A3X1,ZMN8K2L1
INS-POL-923607,28-01-2018,28-Jan-21,25,28-Jan-18,CUST-258937,6166.35,391.21,Quarterly,Yes,3676.86,75.90,AGT-3150,January,Q1,2018,28-Jan-19,CLM-715373,PT-WHCD968,JSU-PLCD-9813,Surrendered,Michigan,RMN7A3X1,ZMN8K2L1
